"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"04/04/2024 12:53","AA000626","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 04_07-23-19","Satish Kumar","-","Major","-","-"
"01/01/2020 19:08","SEC000625","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-38-24","Satish Kumar","Satish Kumar","Moderate","-","-"
"01/04/2024 19:06","SEC000624","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-36-37","Satish Kumar","-","Moderate","-","-"
"01/04/2024 19:05","SEC000623","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-35-21","Satish Kumar","-","Moderate","-","-"
"01/04/2024 19:04","SEC000622","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-34-12","Satish Kumar","-","Moderate","-","-"
"01/04/2024 19:02","SEC000621","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-32-33","Satish Kumar","-","Moderate","-","-"
"01/04/2024 19:01","SEC000620","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-31-30","Satish Kumar","-","Moderate","-","-"
"01/04/2024 19:00","SEC000619","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-30-17","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:59","SEC000618","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-29-34","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:58","SEC000617","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_13-28-58","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:57","AA000616","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_13-28-10","Satish Kumar","-","Major","-","-"
"01/04/2024 18:57","AA000615","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_13-27-35","Satish Kumar","-","Major","-","-"
"01/01/2020 18:23","SEC000614","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-53-48","Satish Kumar","Satish Kumar","Moderate","-","-"
"01/04/2024 18:21","SEC000613","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-52-02","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:20","SEC000612","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-50-45","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:19","SEC000611","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-49-37","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:17","SEC000610","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-47-56","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:16","SEC000609","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-46-51","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:15","SEC000608","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-45-38","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:14","SEC000607","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-44-57","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:14","SEC000606","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_12-44-20","Satish Kumar","-","Moderate","-","-"
"01/04/2024 18:13","AA000605","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_12-43-34","Satish Kumar","-","Major","-","-"
"01/04/2024 18:12","AA000604","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_12-42-57","Satish Kumar","-","Major","-","-"
"28/03/2024 12:41","EVA000603","Fire & Evacuations","Fire","Fire","Emergency","New (Reported/Submitted)","-","Test 2","Satish Kumar","-","Critical","-","-"
"28/03/2024 11:55","SEC000602","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-25-21","Satish Kumar","-","Moderate","-","-"
"01/01/2020 11:45","SEC000601","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-15-46","Satish Kumar","Satish Kumar","Moderate","-","-"
"28/03/2024 11:44","SEC000600","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-14-22","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:42","SEC000599","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-13-03","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:41","SEC000598","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-11-52","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:39","SEC000597","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-10-10","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:38","SEC000596","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-09-06","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:37","SEC000595","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-07-52","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:36","SEC000594","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-07-10","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:36","SEC000593","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_06-06-33","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:35","AA000592","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 28_06-05-47","Satish Kumar","-","Major","-","-"
"28/03/2024 11:34","AA000591","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 28_06-05-10","Satish Kumar","-","Major","-","-"
"01/01/2020 11:03","SEC000590","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-33-36","Satish Kumar","Satish Kumar","Moderate","-","-"
"28/03/2024 11:01","SEC000589","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-31-47","Satish Kumar","-","Moderate","-","-"
"28/03/2024 11:00","SEC000588","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-30-26","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:59","SEC000587","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-29-15","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:57","SEC000586","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-27-32","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:56","SEC000585","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-26-27","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:55","SEC000584","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-25-13","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:54","SEC000583","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-24-30","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:53","SEC000582","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 28_05-23-51","Satish Kumar","-","Moderate","-","-"
"28/03/2024 10:52","AA000581","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 28_05-23-02","Satish Kumar","-","Major","-","-"
"28/03/2024 10:52","AA000580","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 28_05-22-25","Satish Kumar","-","Major","-","-"
"01/01/2020 18:21","SEC000579","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-51-48","Satish Kumar","Satish Kumar","Moderate","-","-"
"22/03/2024 18:19","SEC000578","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-49-54","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:18","SEC000577","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-48-31","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:17","SEC000576","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-47-18","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:15","SEC000575","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-45-34","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:14","SEC000574","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-44-26","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:12","SEC000573","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-43-09","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:12","SEC000572","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-42-26","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:11","SEC000571","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 22_12-41-48","Satish Kumar","-","Moderate","-","-"
"22/03/2024 18:10","AA000570","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 22_12-40-59","Satish Kumar","-","Major","-","-"
"22/03/2024 18:10","AA000569","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 22_12-40-21","Satish Kumar","-","Major","-","-"
"01/01/2020 17:57","SEC000568","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-27-58","Satish Kumar","Satish Kumar","Moderate","-","-"
"20/03/2024 17:55","SEC000567","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-26-06","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:54","SEC000566","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-24-42","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:53","SEC000565","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-23-30","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:51","SEC000564","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-21-44","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:50","SEC000563","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-20-38","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:49","SEC000562","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-19-24","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:48","SEC000561","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-18-39","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:47","SEC000560","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_12-18-02","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:47","AA000559","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_12-17-15","Satish Kumar","-","Major","-","-"
"20/03/2024 17:46","AA000558","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_12-16-41","Satish Kumar","-","Major","-","-"
"01/01/2020 17:25","SEC000557","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-56-02","Satish Kumar","Satish Kumar","Moderate","-","-"
"20/03/2024 17:23","SEC000556","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-54-12","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:22","SEC000555","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-52-47","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:21","SEC000554","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-51-32","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:19","SEC000553","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-49-47","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:18","SEC000552","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-48-42","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:17","SEC000551","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-47-29","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:16","SEC000550","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-46-45","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:15","SEC000549","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_11-46-06","Satish Kumar","-","Moderate","-","-"
"20/03/2024 17:15","AA000548","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_11-45-21","Satish Kumar","-","Major","-","-"
"20/03/2024 17:14","AA000547","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_11-44-42","Satish Kumar","-","Major","-","-"
"20/03/2024 15:40","SEC000546","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-40-53","Satish Kumar","-","Moderate","-","-"
"01/01/2020 15:32","SEC000545","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-32-34","Satish Kumar","Satish Kumar","Moderate","-","-"
"20/03/2024 15:30","SEC000544","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-30-50","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:29","SEC000543","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-29-25","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:28","SEC000542","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-28-15","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:26","SEC000541","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-26-37","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:25","SEC000540","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-25-33","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:24","SEC000539","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-24-18","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:23","SEC000538","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-23-36","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:22","SEC000537","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 20_15-22-58","Satish Kumar","-","Moderate","-","-"
"20/03/2024 15:22","AA000536","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_15-22-12","Satish Kumar","-","Major","-","-"
"20/03/2024 15:21","AA000535","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 20_15-21-36","Satish Kumar","-","Major","-","-"
"01/01/2020 09:41","SEC000534","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-11-18","Satish Kumar","Satish Kumar","Moderate","-","-"
"15/03/2024 09:39","SEC000533","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-09-31","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:38","SEC000532","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-08-12","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:36","SEC000531","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-07-05","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:35","SEC000530","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-05-29","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:34","SEC000529","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-04-28","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:33","SEC000528","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-03-16","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:32","SEC000527","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-02-34","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:31","SEC000526","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 15_04-01-58","Satish Kumar","-","Moderate","-","-"
"15/03/2024 09:31","AA000525","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 15_04-01-13","Satish Kumar","-","Major","-","-"
"15/03/2024 09:30","AA000524","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 15_04-00-38","Satish Kumar","-","Major","-","-"
"14/03/2024 15:22","SEC000523","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 14_15-23-13","Satish Kumar","-","Moderate","-","-"
"01/01/2020 09:21","SEC000522","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-51-17","Satish Kumar","Satish Kumar","Moderate","-","-"
"13/03/2024 09:19","SEC000521","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-49-28","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:17","SEC000520","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-48-09","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:16","SEC000519","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-47-00","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:15","SEC000518","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-45-21","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:14","SEC000517","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-44-19","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:12","SEC000516","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-43-07","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:12","SEC000515","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-42-27","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:11","SEC000514","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 13_03-41-49","Satish Kumar","-","Moderate","-","-"
"13/03/2024 09:10","AA000513","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 13_03-41-04","Satish Kumar","-","Major","-","-"
"13/03/2024 09:10","AA000512","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 13_03-40-29","Satish Kumar","-","Major","-","-"
"01/01/2020 19:16","SEC000511","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-47-02","Satish Kumar","Satish Kumar","Moderate","-","-"
"08/03/2024 19:15","SEC000510","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-45-17","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:13","SEC000509","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-43-58","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:12","SEC000508","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-42-50","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:11","SEC000507","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-41-13","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:10","SEC000506","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-40-11","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:08","SEC000505","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-38-58","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:08","SEC000504","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-38-19","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:07","SEC000503","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_13-37-45","Satish Kumar","-","Moderate","-","-"
"08/03/2024 19:06","AA000502","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 08_13-37-00","Satish Kumar","-","Major","-","-"
"08/03/2024 19:06","AA000501","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 08_13-36-26","Satish Kumar","-","Major","-","-"
"08/03/2024 18:58","SEC000500","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_18-59-09","Satish Kumar","-","Moderate","-","-"
"01/01/2020 17:55","SEC000499","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-25-48","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:53","SEC000498","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-23-55","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:51","SEC000497","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-22-08","Satish Kumar","-","Moderate","-","-"
"01/01/2020 17:43","SEC000496","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-13-17","Satish Kumar","Satish Kumar","Moderate","-","-"
"08/03/2024 17:41","SEC000495","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-11-33","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:39","SEC000494","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-09-38","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:37","SEC000493","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-07-53","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:36","SEC000492","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-06-15","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:35","SEC000491","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-05-15","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:33","SEC000490","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-04-05","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:33","SEC000489","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-03-25","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:32","SEC000488","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 08_12-02-50","Satish Kumar","-","Moderate","-","-"
"08/03/2024 17:31","AA000487","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 08_12-02-05","Satish Kumar","-","Major","-","-"
"08/03/2024 17:31","AA000486","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 08_12-01-28","Satish Kumar","-","Major","-","-"
"01/01/2020 11:00","SEC000485","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-30-17","Satish Kumar","Satish Kumar","Moderate","-","-"
"07/03/2024 10:58","SEC000484","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-28-32","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:57","SEC000483","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-27-16","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:56","SEC000482","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-26-10","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:54","SEC000481","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-24-33","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:53","SEC000480","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-23-32","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:52","SEC000479","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-22-20","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:51","SEC000478","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-21-41","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:50","SEC000477","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_05-21-06","Satish Kumar","-","Moderate","-","-"
"07/03/2024 10:50","AA000476","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_05-20-22","Satish Kumar","-","Major","-","-"
"07/03/2024 10:49","AA000475","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_05-19-46","Satish Kumar","-","Major","-","-"
"01/01/2020 10:24","SEC000474","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-54-54","Satish Kumar","Satish Kumar","Moderate","-","-"
"01/03/2024 10:16","SEC000473","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-46-44","Satish Kumar","-","Moderate","-","-"
